skid	name	paper_id	paper_name	annotations	FBbt_ID
289	neuron 290	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388022 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388036), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
318	neuron 319	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (76667), sensory neuron (9131), LINKED NEURON - copy of skeleton id 388138 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388161), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
322	neuron 323	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388181 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388196), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
326	neuron 327	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388198 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388213), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
330	neuron 331	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388230 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388245), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
338	neuron 339	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388247 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388262), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
342	neuron 343	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388264 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388278), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
346	neuron 347	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (76667), sensory neuron (9131), LINKED NEURON - copy of skeleton id 388280 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388292), ventral bifurcator (661980), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
358	neuron 359	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388294 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388308), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
386	neuron 387	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388433 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388448), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
