object	relation	subject_external_id	subject_external_db	pub
right side of organism	overlaps	3729504	catmaid_l1em	
bilateral	has_characteristic	3729504	catmaid_l1em	
right side of organism	overlaps	3793760	catmaid_l1em	
bilateral	has_characteristic	3793760	catmaid_l1em	
left side of organism	overlaps	3944626	catmaid_l1em	
left side of organism	overlaps	3945394	catmaid_l1em	
bilateral	has_characteristic	3945394	catmaid_l1em	
right side of organism	overlaps	4061277	catmaid_l1em	
left side of organism	overlaps	6011278	catmaid_l1em	
right side of organism	overlaps	6011278	catmaid_l1em	
left side of organism	overlaps	7381987	catmaid_l1em	
right side of organism	overlaps	8546775	catmaid_l1em	
right side of organism	overlaps	11278919	catmaid_l1em	
bilateral	has_characteristic	11278919	catmaid_l1em	
right side of organism	overlaps	11434579	catmaid_l1em	
left side of organism	overlaps	14162492	catmaid_l1em	
right side of organism	overlaps	14162492	catmaid_l1em	
left side of organism	overlaps	15732471	catmaid_l1em	
right side of organism	overlaps	15732471	catmaid_l1em	
right side of organism	overlaps	16195633	catmaid_l1em	
left side of organism	overlaps	17237088	catmaid_l1em	
peripheral nervous system	overlaps	17237088	catmaid_l1em	
adult ventral nerve cord	overlaps	17237088	catmaid_l1em	
right side of organism	overlaps	19037553	catmaid_l1em	
