object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	40045	catmaid_l1em	
peripheral nervous system	overlaps	40045	catmaid_l1em	
adult ventral nerve cord	overlaps	40045	catmaid_l1em	
left side of organism	overlaps	40152	catmaid_l1em	
peripheral nervous system	overlaps	40152	catmaid_l1em	
adult ventral nerve cord	overlaps	40152	catmaid_l1em	
segmental nerve pioneer neuron	fasciculates_with	327601	catmaid_l1em	
peripheral nervous system	overlaps	327601	catmaid_l1em	
adult ventral nerve cord	overlaps	327601	catmaid_l1em	
peripheral nervous system	overlaps	722935	catmaid_l1em	
adult ventral nerve cord	overlaps	722935	catmaid_l1em	
left side of organism	overlaps	867393	catmaid_l1em	
right side of organism	overlaps	867393	catmaid_l1em	
right side of organism	overlaps	891237	catmaid_l1em	
left side of organism	overlaps	945309	catmaid_l1em	
right side of organism	overlaps	945309	catmaid_l1em	
peripheral nervous system	overlaps	945309	catmaid_l1em	
adult ventral nerve cord	overlaps	945309	catmaid_l1em	
peripheral nervous system	overlaps	986460	catmaid_l1em	
adult ventral nerve cord	overlaps	986460	catmaid_l1em	
left side of organism	overlaps	1011675	catmaid_l1em	
peripheral nervous system	overlaps	1011675	catmaid_l1em	
adult ventral nerve cord	overlaps	1011675	catmaid_l1em	
larval segmental nerve branch SNa of A1-7	fasciculates_with	1130528	catmaid_l1em	
peripheral nervous system	overlaps	1130528	catmaid_l1em	
adult ventral nerve cord	overlaps	1130528	catmaid_l1em	
left side of organism	overlaps	1347886	catmaid_l1em	
peripheral nervous system	overlaps	1347886	catmaid_l1em	
adult ventral nerve cord	overlaps	1347886	catmaid_l1em	
left side of organism	overlaps	1351125	catmaid_l1em	
peripheral nervous system	overlaps	1351125	catmaid_l1em	
adult ventral nerve cord	overlaps	1351125	catmaid_l1em	
left side of organism	overlaps	1367171	catmaid_l1em	
peripheral nervous system	overlaps	1367171	catmaid_l1em	
adult ventral nerve cord	overlaps	1367171	catmaid_l1em	
left side of organism	overlaps	1375101	catmaid_l1em	
peripheral nervous system	overlaps	1375101	catmaid_l1em	
adult ventral nerve cord	overlaps	1375101	catmaid_l1em	
left side of organism	overlaps	1377586	catmaid_l1em	
peripheral nervous system	overlaps	1377586	catmaid_l1em	
adult ventral nerve cord	overlaps	1377586	catmaid_l1em	
left side of organism	overlaps	1391179	catmaid_l1em	
peripheral nervous system	overlaps	1391179	catmaid_l1em	
adult ventral nerve cord	overlaps	1391179	catmaid_l1em	
left side of organism	overlaps	1392771	catmaid_l1em	
peripheral nervous system	overlaps	1392771	catmaid_l1em	
adult ventral nerve cord	overlaps	1392771	catmaid_l1em	
left side of organism	overlaps	1395971	catmaid_l1em	
peripheral nervous system	overlaps	1395971	catmaid_l1em	
adult ventral nerve cord	overlaps	1395971	catmaid_l1em	
left side of organism	overlaps	1398253	catmaid_l1em	
peripheral nervous system	overlaps	1398253	catmaid_l1em	
adult ventral nerve cord	overlaps	1398253	catmaid_l1em	
left side of organism	overlaps	1400725	catmaid_l1em	
peripheral nervous system	overlaps	1400725	catmaid_l1em	
adult ventral nerve cord	overlaps	1400725	catmaid_l1em	
left side of organism	overlaps	1405493	catmaid_l1em	
peripheral nervous system	overlaps	1405493	catmaid_l1em	
adult ventral nerve cord	overlaps	1405493	catmaid_l1em	
left side of organism	overlaps	1406463	catmaid_l1em	
peripheral nervous system	overlaps	1406463	catmaid_l1em	
adult ventral nerve cord	overlaps	1406463	catmaid_l1em	
left side of organism	overlaps	1414206	catmaid_l1em	
peripheral nervous system	overlaps	1414206	catmaid_l1em	
adult ventral nerve cord	overlaps	1414206	catmaid_l1em	
left side of organism	overlaps	1415168	catmaid_l1em	
peripheral nervous system	overlaps	1415168	catmaid_l1em	
adult ventral nerve cord	overlaps	1415168	catmaid_l1em	
left side of organism	overlaps	1419315	catmaid_l1em	
peripheral nervous system	overlaps	1419315	catmaid_l1em	
adult ventral nerve cord	overlaps	1419315	catmaid_l1em	
bilateral	has_characteristic	1419315	catmaid_l1em	
left side of organism	overlaps	1427012	catmaid_l1em	
peripheral nervous system	overlaps	1427012	catmaid_l1em	
adult ventral nerve cord	overlaps	1427012	catmaid_l1em	
left side of organism	overlaps	1428271	catmaid_l1em	
peripheral nervous system	overlaps	1428271	catmaid_l1em	
adult ventral nerve cord	overlaps	1428271	catmaid_l1em	
left side of organism	overlaps	1429969	catmaid_l1em	
peripheral nervous system	overlaps	1429969	catmaid_l1em	
adult ventral nerve cord	overlaps	1429969	catmaid_l1em	
left side of organism	overlaps	1431256	catmaid_l1em	
peripheral nervous system	overlaps	1431256	catmaid_l1em	
adult ventral nerve cord	overlaps	1431256	catmaid_l1em	
left side of organism	overlaps	1432836	catmaid_l1em	
peripheral nervous system	overlaps	1432836	catmaid_l1em	
adult ventral nerve cord	overlaps	1432836	catmaid_l1em	
left side of organism	overlaps	1435466	catmaid_l1em	
peripheral nervous system	overlaps	1435466	catmaid_l1em	
adult ventral nerve cord	overlaps	1435466	catmaid_l1em	
left side of organism	overlaps	1706716	catmaid_l1em	
peripheral nervous system	overlaps	1706716	catmaid_l1em	
adult ventral nerve cord	overlaps	1706716	catmaid_l1em	
left side of organism	overlaps	1709802	catmaid_l1em	
peripheral nervous system	overlaps	1709802	catmaid_l1em	
adult ventral nerve cord	overlaps	1709802	catmaid_l1em	
left side of organism	overlaps	1715990	catmaid_l1em	
right side of organism	overlaps	1715990	catmaid_l1em	
peripheral nervous system	overlaps	1715990	catmaid_l1em	
adult ventral nerve cord	overlaps	1715990	catmaid_l1em	
left side of organism	overlaps	2138427	catmaid_l1em	
right side of organism	overlaps	2138427	catmaid_l1em	
left side of organism	overlaps	2142817	catmaid_l1em	
right side of organism	overlaps	2142817	catmaid_l1em	
bilateral	has_characteristic	2142817	catmaid_l1em	
left side of organism	overlaps	2260755	catmaid_l1em	
right side of organism	overlaps	2260755	catmaid_l1em	
peripheral nervous system	overlaps	2268281	catmaid_l1em	
adult ventral nerve cord	overlaps	2268281	catmaid_l1em	
left side of organism	overlaps	2283495	catmaid_l1em	
right side of organism	overlaps	2283495	catmaid_l1em	
left side of organism	overlaps	2284021	catmaid_l1em	
peripheral nervous system	overlaps	2284021	catmaid_l1em	
