filename	label	is_a	part_of	comment	dbxrefs	synonyms
3365860	A02j Looper-10_a4l (L1EM:3365860)	neuron	embryonic/larval nervous system	pseudolooper searches, GDL up 10L-A3, A02j_a3l, GDL circuits akira-4 only reviewed, glutamate, ND_all published et al	catmaid_l1em:3365860	
4038808	A27k_a2l (L1EM:4038808)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	soma in A2, Interneurons, GDL up 4L-A2, A27k_a2l, GDL circuits akira-4 only reviewed, prepreLO1, preLT, prepreLT, 20170109, RF PMNs for Brandon, RF PMN_MN for Brandon, A1_pMNs, Aref_PMN, Aref_PMN_unknown_dev, Aref_pmn_expanded, Left, Latea08_downstream, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, Zarin236PMNs, Hb, mw VNC PMNs A1, FOR21, FOR21_inter, Zarin PMNs 29 pairs for NIH R01, mw backup locked, published T3 A1 A2, YYCWMLEH, mw cholinergic, ND_all published et al	catmaid_l1em:4038808	
4113612	A27k_a2r (L1EM:4113612)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	GDL up 4R-A2, A27k_a2r, GDL circuits akira-4 only reviewed, prepreLO1, preLT, prepreLT, 20170109, RF PMNs for Brandon, RF PMN_MN for Brandon, A1_pMNs, Aref_PMN, Aref_PMN_unknown_dev, Aref_pmn_expanded, Right, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, DALd downstream, down right DALd LAL, Zarin236PMNs, Hb, mw VNC PMNs A1, FOR21, FOR21_inter, Zarin PMNs 29 pairs for NIH R01, mw backup locked, published T3 A1 A2, YYCWMLEH, CCWA09Input, CCWA09input, mw cholinergic, ND_all published et al	catmaid_l1em:4113612	
4213417	A27k_a1l (L1EM:4213417)	neuron|dorsal lateral bristle of antennal segment 1|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	A27k_a1l, fragment, prepreLT, GDL circuits akira-4 only reviewed, clb:todo_ddaD, sens 17266222, A1 neurons, A1L, NB5-6, Burgos et al 2018, RF PMNs for Brandon, RF PMN_MN for Brandon, A1L Interneurons, A1_pMNs, hb_neurons, Aref_pmn_expanded, Left, post_sensory, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, Zarin236PMNs, Hb, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs 29 pairs for NIH R01, mw test PMN, mw backup locked, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, CCWA09Input, CCWA09input, sw;pairs;L, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron Proprio 3rd_order, mw A1 interneuron Noci 3rd_order, mw A1 interneuron ES 3rd_order, mw A1 interneuron Unknown 3rd_order, Maxime2022, mw cholinergic, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:4213417	
4348665	A02j Looper-10_a4r (L1EM:4348665)	neuron	embryonic/larval nervous system	pseudolooper searches, GDL up 10R-A3, A02j_a3r, GDL circuits akira-4 only reviewed, prepreLO1, E Darker Grey, glutamate, ND_all published et al	catmaid_l1em:4348665	
4732074	T01d4_t3r (L1EM:4732074)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	Interneurons, soma in T3, T01d_t3r-1, GDL backward akira, T01x3_t3r, T3 neurons, RF PMNs for Brandon, RF PMN_MN for Brandon, A1_pMNs, Aref_PMN, Aref_PMN_unknown_dev, Aref_pmn_expanded, Right, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, Zarin236PMNs, NB1-2 Lin 01 T3 R, FOR21, FOR21_inter, Zarin PMNs not used for NIH R01, mw backup locked, published T3 A1 A2, YYCWMLEH, ND_all published et al	catmaid_l1em:4732074	
4847161	a03d/e_a2r (L1EM:4847161)	neuron	embryonic/larval nervous system	GDL up 15R-A2, A03x_a2r, RF PMNs for Brandon, RF PMN_MN for Brandon, A1_pMNs, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, grey, acetylcholine, Zarin236PMNs, FOR21, FOR21_inter, NB7-1 Lin 03 A2 R, Zarin PMNs not used for NIH R01, mw backup locked, published T3 A1 A2, ND_all published et al	catmaid_l1em:4847161	
4848300	A03EGB_a2r (EGHBAL) (L1EM:4848300)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	A03x_a1r, preLO1, prepreLO1, A1R, NB7-1_candidates, RF PMNs for Brandon, RF PMN_MN for Brandon, A1_pMNs, Aref_PMN, A03s, Aref_pmn_expanded, Right, CCW A03_a1 lineage, RF PMN latest, Dorsal, m_19_all, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, A03x4, m19_a1, Lin Q4 A1 R, CdBDM ipsi, acetylcholine, Zarin236PMNs, mw VNC PMNs A1, NB7-1 Lin 03 A1 R, mw A1 wider set, FOR21, FOR21_inter, Zarin PMNs not used for NIH R01, mw backup locked, published T3 A1 A2, ND_all published et al	catmaid_l1em:4848300	
4850740	A18f?_a3l (L1EM:4850740)	neuron	embryonic/larval nervous system	GDL up 11, A18f_a3l, preLO1, prepreLO1, prepreLT, uncertain continuation julius 2, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, E Darker Grey, Zarin236PMNs, Zarin PMNs not used for NIH R01, mw backup locked, ND_all published et al	catmaid_l1em:4850740	
4990880	A05k_a1l (L1EM:4990880)	neuron|dorsal lateral bristle of antennal segment 1|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	A05k, GDL down 17L-A1, A05k_a1l, GDL circuits akira-4 only reviewed, prepreLO1, A1 neurons, A1L, NB5-3, NB5-3 Candidates, RF PMNs for Brandon, RF PMN_MN for Brandon, A1L Interneurons, Aref_PMN, pmn_left, Aref_pmn_expanded, Left, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, grey, Zarin236PMNs, mw VNC PMNs A1, NB5-3 Lin 5 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs not used for NIH R01, mw test PMN, mw backup locked, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, mw A1 ds_dVNC, mw A1 ds_dVNC motor, sw;idev4, sw;pairs;L, sw;mdev4, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:4990880	
5351821	A05a_a1r (L1EM:5351821)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	041213, A05a_a1r, GDL up 5R-A1, prepreLT, A1 neurons, A1R, RF PMNs for Brandon, RF PMN_MN for Brandon, Aref_PMN, Aref_pmn_expanded, Right, RF PMN latest, ZPMN2019, locked, Z19_forAshok, ZarinPMNs, Lin Q5 m A1 R, DM/L B com, Zarin236PMNs, mw VNC PMNs A1, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, NB6-1 Lin 12 A1 R, Zarin PMNs 29 pairs for NIH R01, mw backup locked, sw:brain_paired:R, published T3 A1 A2, sw;idev5, sw;pairs;R, sw;mdevNeg, sw;mdeviants, ND_published, ND_all published et al	catmaid_l1em:5351821	
5458046	Saaghi-1_a2l (AAZ1 (A06l)) (L1EM:5458046)	neuron	embryonic/larval nervous system	Suguru possible B1 A2L, A06x_a2l, prepreLO1, ASB left, Saaghi-1_a2l, RF PMNs for Brandon, RF PMN_MN for Brandon, Lin Q2 l A2 L, GABA, Cas, FOR21, FOR21_inter, published T3 A1 A2, mw GABAergic, ND_all published et al	catmaid_l1em:5458046	
6811349	A01x3_a1r (L1EM:6811349)	neuron|larval antennal-pharyngeal nerve motor neuron|larval A01x3 neuron	embryonic/larval nervous system	truman nomenclature, A01_a1r, A01d_a1r, prepreLT, GDL backward akira, A1 neurons, A1R, NB1-2, RF PMNs for Brandon, RF PMN_MN for Brandon, A1_pMNs, Aref_PMN, A01c4, Aref_pmn_expanded, Right, post_sensory, RF PMN latest, m_19_all, Dorsal, A01d3, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, ant ven comm A1, Lin X9 b A1 R, Zarin236PMNs, mw VNC PMNs A1, m19_a1, NB1-2 Lin 01 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs not used for NIH R01, mw backup locked, sw:brain_paired:R, published T3 A1 A2, YYCWMLEH, sw;pairs;R, sw;mdevNeg, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron ES 2nd_order, mw A1 interneuron Proprio 3rd_order, mw A1 interneuron Unknown 3rd_order, mw cholinergic, sw;mdeviants, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:6811349	
7019050	A01a_a1r (L1EM:7019050)	neuron	embryonic/larval nervous system	GDL up 14R-A1, A01_a1r, A01a_a1r, A1 neurons, A1R, NB1-2, m_19_all, Dorsal, Lin X12 A1 R, DL com v, Lin X12 A2 R, ant ven comm A1, post-post-proprioceptor >5, m19_a1, NB1-2 Lin 01 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, sw:brain_paired:R, published T3 A1 A2, sw;idev4, sw;pairs;R, sw;mdev3, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Proprio 3rd_order, mw A1 interneuron ES 3rd_order, sw;mdeviants, sw;deviants, sw;deviants strong, ND_published, ND_all published et al	catmaid_l1em:7019050	
7783764	vdaC_a1l (class II) (L1EM:7783764)	neuron	embryonic/larval nervous system	GDL up sensory left, Sensory neurons ventral a1 akira, Whole sensory neurons at A1 segment akira, vdaC_a1l, GDL circuits akira-4 only reviewed, prepreLT, A1 neurons, A1L Sensory, A1 Sensory, m19_a1, SNs, a1classII, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, SNp A1 L, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, CCWA09Input, CCWA09input, mw A1 classII_III, mw A1 out_hubs ad, sw;pairs;L, ND_vdaC_a1l, ND_Class II Sens_a1, mw A1 sens plot, ND_published, ND_all published et al	catmaid_l1em:7783764	
7808341	crescent_a1l (L1EM:7808341)	neuron|dorsal lateral bristle of antennal segment 1	embryonic/larval nervous system	GDL down 15L-A1, A09x_a1l, GDL circuits akira-4 only reviewed, ASB left, A1 neurons, A1L, NB3-5 Candidates, A1L Interneurons, post_sensory, Merged: fragment 16068718, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, Ellie A1 Proprio 2nd order, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, CCWA09Input, sw;pairs;L, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Proprio 2nd_order, mw A1 interneuron ES 2nd_order, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:7808341	
7924478	A01b2_a1l  (L1EM:7924478)	neuron|dorsal lateral bristle of antennal segment 1	embryonic/larval nervous system	GDL down 11L-A1, A01_a1l, A01b2_a1l, GDL circuits akira-4 only reviewed, prepreLO1, prepreLT, ASB left, A1 neurons, NB1-2, A1L, A1L Interneurons, Dorsal, m_19_all, ant ven comm A1, Lin X12 A1 L, m19_a1, NB1-2 Lin 01 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Lines for max, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, sw;idev3, sw;pairs;L, sw;mdev3, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron pre-MN 3rd_order, sw;mdeviants, sw;deviants, sw;deviants strong, ND_published, ND_all published et al	catmaid_l1em:7924478	
7926496	A02j_a3r (L1EM:7926496)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	loopers a3, pseudolooper searches, GDL up 10R-A2, neuron, A02j_a2r, GDL circuits akira-4 only reviewed, prepreLO1, A02j Looper-10_a2r, RF PMNs for Brandon, RF PMN_MN for Brandon, Aref_PMN, Aref_PMN_unknown_dev, Aref_pmn_expanded, Right, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, glutamate, Zarin236PMNs, mw VNC PMNs A1, FOR21, FOR21_inter, Merged: connect with A02j_a3r, Zarin PMNs not used for NIH R01, mw backup locked, published T3 A1 A2, mw glutamatergic, ND_all published et al	catmaid_l1em:7926496	
7987962	A03g2_t3r (T03g2) (L1EM:7987962)	neuron	embryonic/larval nervous system	GDL up 1R-T3, hiroshi12, A03g_t3r, prepreLO1, prepreLT, T3 neurons, RF PMNs for Brandon, RF PMN_MN for Brandon, A1_pMNs, Aref_PMN, Aref_PMN_unknown_dev, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, grey, acetylcholine, Zarin236PMNs, mw VNC PMNs A1, FOR21, FOR21_inter, Zarin PMNs not used for NIH R01, mw backup locked, published T3 A1 A2, CCWA09Input, ND_all published et al	catmaid_l1em:7987962	
8039617	A08e3_a1r (L1EM:8039617)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	truman nomenclature, VLEL candidates a1r, VLEL1 group akira, GDL down 7, EL neurons Chris, Works Chris, EL circuit right side, EL paper splitA1 neurons, A08e, EL circuits_A1 akira, A08e3_a1r, GDL circuits akira-4 only reviewed, prepreLO1, prepreLT, A1R, NB3-3, Aref_PMN, CCW A1R EL fasiculating cluster, CCW known ELs_A1r, CCW ELs, Aref_pmn_expanded, Right, post_sensory, RF PMN latest, Ventral, m_19_all, a8 unknown 15829133, m19_a1, Lin X8 A1 R, DL Cd com a, Cas, Merged: , mw VNC PMNs A1, NB3-3 Lin 08 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, Ellie A1 Proprio 2nd order, Ellie late ELs A1, mw A1 neurons paired + accessory + dVNCs, Ellie all NB3-3 A1, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, sw:brain_paired:R, published T3 A1 A2, YYCWMLEH, sw;pairs;R, sw;mdev4, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron Proprio 2nd_order, mw A1 interneuron pre-MN 3rd_order, mw A1 interneuron ClassII_III 3rd_order, mw A1 interneuron ES 3rd_order, mw A1 interneuron Unknown 3rd_order, EL_A1R, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:8039617	
