filename	label	is_a	part_of	comment	dbxrefs	synonyms
1100936	A01j_a1l (L1EM:1100936)	neuron|dorsal lateral bristle of antennal segment 1|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	A01j_a1l, Andrew work list, A1 neurons, A1L, RF PMNs for Brandon, RF PMN_MN for Brandon, A1L Interneurons, Aref_PMN, pmn_left, Aref_PMN_unknown_dev, Aref_pmn_expanded, Left, RF PMN latest, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, ven com post T3, Zarin236PMNs, mw VNC PMNs A1, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs not used for NIH R01, nr Tel-like 10 downstream 3-hop, mw test PMN, mw backup locked, sw:brain_paired:L, published T3 A1 A2, sw;idev2, sw;pairs;L, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:1100936	
2637812	A02n_a1r Pseudolooper-4 (L1EM:2637812)	neuron|adult ventral nerve cord|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	A1, VNC, locked, A02n, pseudolooper, local_basin_partner, csm_figure5_neurons, repetition_validation, focus-stephan-a1, max_call_size, gen_fig, prepreLT, l1_comparison_core, a1ppk_consistent_network, A1 neurons, NB2-1, A1R, RF PMNs for Brandon, RF PMN_MN for Brandon, NB2-1_A1R, A1_pMNs, Aref_PMN, Aref_pmn_expanded, Right, post_sensory, RF PMN latest, m_19_all, Ventral, ZPMN2019, Z19_forAshok, Z19_formodel, ZarinPMNs, B light grey, m19_a1, Lin 02 A1 R, VM DL ipsi, glutamate, Zarin236PMNs, mw VNC PMNs A1, NB2-1 Lin 02 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs not used for NIH R01, mw backup locked, sw:brain_paired:R, published T3 A1 A2, sw;pairs;R, sw;mdev2, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron Noci 2nd_order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron ES 2nd_order, mw A1 interneuron Unknown 2nd_order, A02n_a1r Pseudolooper-4, All PMSIs, ND_Chordotonal 2nd order, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:2637812	
2798040	A02i_a1l (L1EM:2798040)	neuron|dorsal lateral bristle of antennal segment 1|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	soma in A1, Interneurons, A02i, preLO1, prepreLO1, preLT, prepreLT, A02i_a1l, A1 neurons, NB2-1, A1L, NB2-1_A1L, RF PMNs for Brandon, RF PMN_MN for Brandon, A1L Interneurons, A1_pMNs, NB2-1_confirmed, Aref_PMN, pmn_left, Zarin 2018 unique, Dorsal, Aref_pmn_expanded, Left, RF PMN latest, m_19_all, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, m19_a1, glutamate, Zarin236PMNs, mw VNC PMNs A1, NB2-1 Lin 02 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Merged: connect to A02i, Zarin PMNs not used for NIH R01, mw test PMN, mw backup locked, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, sw;idev2, sw;pairs;L, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron Proprio 3rd_order, mw glutamatergic, All PMSIs, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:2798040	
3180525	A03o_a1r (L1EM:3180525)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	labm4, locked, A03o, A1, local_basin_partner, csm_figure5_neurons, preLO1, preLT, prepreLT, 27 Partners, VNC AVI, 27_pre MNs, For Update 2, A1 neurons, A1R, RF PMNs for Brandon, RF PMN_MN for Brandon, NB7-1, Aref_PMN, Aref_pmn_expanded, Right, post_sensory, Earlya08_downstream, CCW A03_a1 lineage, RF PMN latest, Ventral, m_19_all, dark blue, m19_a1, Lin Q4 A1 R, CvB ipsi, acetylcholine, CCW_A08m_BIGpairs, mw VNC PMNs A1, NB7-1 Lin 03 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, prepost A31c, Lines for max, nr Tel-like 10 downstream 2-hop, mw backup locked, sw:brain_paired:R, published T3 A1 A2, YYCWMLEH, CCWladderInput, CCWA09Input, CCWA09input, mw A1 ds_dVNC, mw A1 in_hubs ad, mw A1 ds_dVNC mixed, sw;pairs;R, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ES 3rd_order, mw A1 interneuron Unknown 3rd_order, ND_Chordotonal 2nd order, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:3180525	
3546334	A02m_a1r Pseudolooper-3 (L1EM:3546334)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	group a1, pseudolooper searches, locked, local_basin_partner, csm_figure5_neurons, repetition_validation, focus-stephan-a1, A02n, prepreLT, l1_comparison_core, a1ppk_consistent_network, A1 neurons, NB2-1, A1R, RF PMNs for Brandon, RF PMN_MN for Brandon, NB2-1_A1R, Aref_PMN, A02m, Aref_pmn_expanded, Right, post_sensory, RF PMN latest, m_19_all, Ventral, ZPMN2019, Z19_forAshok, Z19_formodel, ZarinPMNs, dark blue, m19_a1, Lin 02 A1 R, VM DL ipsi, glutamate, Zarin236PMNs, mw VNC PMNs A1, NB2-1 Lin 02 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs not used for NIH R01, mw backup locked, sw:brain_paired:R, published T3 A1 A2, sw;pairs;R, sw;mdev2, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron Noci 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron Unknown 2nd_order, mw A1 interneuron Chord 3rd_order, A02m_a1r Pseudolooper-3, All PMSIs, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:3546334	
3546835	A02n_a1l Pseudolooper-4 (L1EM:3546835)	neuron|dorsal lateral bristle of antennal segment 1|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	Pseudolooper 3/4, Class IV Preferred Interneurons Others, Section A1, pseudolooper, locked, local_basin_partner, csm_figure5_neurons, repetition_validation, focus-stephan-a1, max_call_size, A02n, prepreLT, l1_comparison_core, a1ppk_consistent_network, A1 neurons, NB2-1, A1L, NB2-1_A1L, RF PMNs for Brandon, RF PMN_MN for Brandon, A1L Interneurons, A1_pMNs, NB2-1_confirmed, Aref_PMN, pmn_left, Seven_Lineages, Ventral, Aref_pmn_expanded, Left, post_sensory, RF PMN latest, m_19_all, ZPMN2019, Z19_forAshok, Z19_formodel, ZarinPMNs, m19_a1, glutamate, Zarin236PMNs, mw VNC PMNs A1, NB2-1 Lin 02 A1 R, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs not used for NIH R01, mw test PMN, mw backup locked, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, CCWA09Input, CCWA09input, sw;pairs;L, sw;mdev2, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron Noci 2nd_order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron ES 2nd_order, mw A1 interneuron Unknown 2nd_order, A02n_a1l Pseudolooper-4, All PMSIs, ND_Chordotonal 2nd order, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:3546835	
3995976	A01d3_a1l (L1EM:3995976)	neuron|dorsal lateral bristle of antennal segment 1|obsolete larval A01d3 neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	A01_a1l, A01d-3_a1l, GDL backward akira, A1 neurons, NB1-2, A1L, Burgos et al 2018, RF PMNs for Brandon, RF PMN_MN for Brandon, A1L Interneurons, A1_pMNs, Aref_PMN, pmn_left, Dorsal, A01d2, Aref_pmn_expanded, Left, post_sensory, RF PMN latest, m_19_all, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, ant ven comm A1, Lin X12 A1 L, Zarin236PMNs, mw VNC PMNs A1, m19_a1, NB1-2 Lin 01 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs 29 pairs for NIH R01, mw test PMN, mw backup locked, sw:brain_paired:L, published T3 A1 A2, mw A1 in_hubs ad, sw;pairs;L, sw;mdev1, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron ES 2nd_order, mw A1 interneuron Proprio 3rd_order, mw A1 interneuron Noci 3rd_order, mw A1 interneuron Unknown 3rd_order, Maxime2022, mw cholinergic, sw;mdeviants, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:3995976	
4028114	MN5 LO1_a1l (L1EM:4028114)	neuron|dorsal lateral bristle of antennal segment 1	embryonic/larval nervous system	SN MN A1 left, labm1, labm12, labm14, labm15, labm20, labm28, to be reviewed by albert/casey, 140703, SN MNs a1 akira, Whole motor neurons at A1 segment akira, EL circuit left side, a1mzcells, Matthias_all_SN_MNs, 20170109, Zwart_et_al_A1_motorneurons_l, MNs_a1, A1 motorneurons, A1 neurons, A1L, RF PMN_MN for Brandon, A1L Motor Neurons, DO/LO, F2, CMUG: F2, CMUG: B3, Aref_MN, z19_MNs, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, m19_a1, ZarinMNs, Zarin_A1MNs_CellBodyleft, Zarin_A1MNs_CNS exit left, mw VNC motorneurons A1, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw A1 MN, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, SNp A1 L, FOR21, FOR21_outputs, outputs_FOR, mw brain matrix and A1, mw brain paper all neurons, P01_outputs, mw test matrices, rolling_lateral_muscles_CNS exit left, mw backup locked, sw:brain_paired:L, published T3 A1 A2, A1_motor_Damian, sw;pairs;L, Main rolling MNs, Maxime2022, ND_motor Neurons a1, ND_VNC Motor Neurons a1, mw A1 motor plot, ND_Main rolling MNs, ND_published, ND_all published et al	catmaid_l1em:4028114	
4034528	A06a_a1r (L1EM:4034528)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	02-07-13, 2-7-13, 4-7-13, Suguru need help, prepreLO1, A1 neurons, A1R, NB5-2, A1_03, putatitive3/12, RF PMNs for Brandon, RF PMN_MN for Brandon, A1_pMNs, Aref_PMN, Aref_pmn_expanded, Right, NB5-2_lrpair, RF PMN latest, Dorsal, m_19_all, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, E Darker Grey, lilac, A06a, m19_a1, Lin Q2 l A1 R, Cdd com, GABA, Zarin236PMNs, mw VNC PMNs A1, NB5-2 Lin 6 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs 29 pairs for NIH R01, mw backup locked, sw:brain_paired:R, published T3 A1 A2, sw;idev5, sw;pairs;R, sw;mdev1, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron Proprio 3rd_order, mw GABAergic, sw;mdeviants, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:4034528	
4038469	A01x_a1r (L1EM:4038469)	neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	soma in A1, Interneurons, A01_a1r, preLT, prepreLT, A1 neurons, A1R, RF PMNs for Brandon, RF PMN_MN for Brandon, Aref_PMN, NB4-1, A01c3, Aref_pmn_expanded, Right, RF PMN latest, m_19_all, Ventral, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, A01h, Lin X4 A1 R, CB com, ant ven comm A1, VLB R at 2400, Zarin236PMNs, mw VNC PMNs A1, m19_a1, NB4-1 Lin 14 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs not used for NIH R01, mw backup locked, sw:brain_paired:R, published T3 A1 A2, YYCWMLEH, sw;idev4, sw;pairs;R, sw;mdevNeg, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron Proprio 3rd_order, sw;mdeviants, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:4038469	
