object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	38147	catmaid_l1em	
peripheral nervous system	overlaps	38147	catmaid_l1em	
adult ventral nerve cord	overlaps	38147	catmaid_l1em	
left side of organism	overlaps	40152	catmaid_l1em	
peripheral nervous system	overlaps	40152	catmaid_l1em	
adult ventral nerve cord	overlaps	40152	catmaid_l1em	
left side of organism	overlaps	236151	catmaid_l1em	
left side of organism	overlaps	255222	catmaid_l1em	
right side of organism	overlaps	255222	catmaid_l1em	
bilateral	has_characteristic	255222	catmaid_l1em	
left side of organism	overlaps	375785	catmaid_l1em	
left side of organism	overlaps	407869	catmaid_l1em	
peripheral nervous system	overlaps	407869	catmaid_l1em	
adult ventral nerve cord	overlaps	407869	catmaid_l1em	
left side of organism	overlaps	616176	catmaid_l1em	
right side of organism	overlaps	616176	catmaid_l1em	
left side of organism	overlaps	768233	catmaid_l1em	
left side of organism	overlaps	853526	catmaid_l1em	
right side of organism	overlaps	853526	catmaid_l1em	
peripheral nervous system	overlaps	853526	catmaid_l1em	
adult ventral nerve cord	overlaps	853526	catmaid_l1em	
left side of organism	overlaps	855719	catmaid_l1em	
right side of organism	overlaps	855719	catmaid_l1em	
peripheral nervous system	overlaps	855719	catmaid_l1em	
adult ventral nerve cord	overlaps	855719	catmaid_l1em	
left side of organism	overlaps	865801	catmaid_l1em	
right side of organism	overlaps	865801	catmaid_l1em	
peripheral nervous system	overlaps	865801	catmaid_l1em	
adult ventral nerve cord	overlaps	865801	catmaid_l1em	
left side of organism	overlaps	873148	catmaid_l1em	
right side of organism	overlaps	873148	catmaid_l1em	
peripheral nervous system	overlaps	873148	catmaid_l1em	
adult ventral nerve cord	overlaps	873148	catmaid_l1em	
left side of organism	overlaps	873782	catmaid_l1em	
right side of organism	overlaps	873782	catmaid_l1em	
peripheral nervous system	overlaps	873782	catmaid_l1em	
adult ventral nerve cord	overlaps	873782	catmaid_l1em	
left side of organism	overlaps	875613	catmaid_l1em	
right side of organism	overlaps	875613	catmaid_l1em	
peripheral nervous system	overlaps	875613	catmaid_l1em	
adult ventral nerve cord	overlaps	875613	catmaid_l1em	
left side of organism	overlaps	882339	catmaid_l1em	
right side of organism	overlaps	882339	catmaid_l1em	
peripheral nervous system	overlaps	882339	catmaid_l1em	
adult ventral nerve cord	overlaps	882339	catmaid_l1em	
left side of organism	overlaps	896562	catmaid_l1em	
left side of organism	overlaps	910064	catmaid_l1em	
right side of organism	overlaps	910064	catmaid_l1em	
peripheral nervous system	overlaps	910064	catmaid_l1em	
