object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	37365	catmaid_l1em	
right side of organism	overlaps	37365	catmaid_l1em	
peripheral nervous system	overlaps	37365	catmaid_l1em	
adult ventral nerve cord	overlaps	37365	catmaid_l1em	
right side of organism	overlaps	766246	catmaid_l1em	
peripheral nervous system	overlaps	766246	catmaid_l1em	
adult ventral nerve cord	overlaps	766246	catmaid_l1em	
right side of organism	overlaps	900032	catmaid_l1em	
peripheral nervous system	overlaps	900032	catmaid_l1em	
adult ventral nerve cord	overlaps	900032	catmaid_l1em	
right side of organism	overlaps	902038	catmaid_l1em	
peripheral nervous system	overlaps	902038	catmaid_l1em	
adult ventral nerve cord	overlaps	902038	catmaid_l1em	
right side of organism	overlaps	902877	catmaid_l1em	
peripheral nervous system	overlaps	902877	catmaid_l1em	
adult ventral nerve cord	overlaps	902877	catmaid_l1em	
right side of organism	overlaps	946481	catmaid_l1em	
peripheral nervous system	overlaps	946481	catmaid_l1em	
adult ventral nerve cord	overlaps	946481	catmaid_l1em	
left side of organism	overlaps	1856512	catmaid_l1em	
right side of organism	overlaps	1856512	catmaid_l1em	
peripheral nervous system	overlaps	1856512	catmaid_l1em	
adult ventral nerve cord	overlaps	1856512	catmaid_l1em	
left side of organism	overlaps	2200028	catmaid_l1em	
peripheral nervous system	overlaps	2200028	catmaid_l1em	
adult ventral nerve cord	overlaps	2200028	catmaid_l1em	
left side of organism	overlaps	2204467	catmaid_l1em	
left side of organism	overlaps	2206279	catmaid_l1em	
peripheral nervous system	overlaps	2206279	catmaid_l1em	
adult ventral nerve cord	overlaps	2206279	catmaid_l1em	
left side of organism	overlaps	2209091	catmaid_l1em	
peripheral nervous system	overlaps	2209091	catmaid_l1em	
adult ventral nerve cord	overlaps	2209091	catmaid_l1em	
left side of organism	overlaps	2215247	catmaid_l1em	
peripheral nervous system	overlaps	2215247	catmaid_l1em	
adult ventral nerve cord	overlaps	2215247	catmaid_l1em	
left side of organism	overlaps	2215447	catmaid_l1em	
peripheral nervous system	overlaps	2215447	catmaid_l1em	
adult ventral nerve cord	overlaps	2215447	catmaid_l1em	
left side of organism	overlaps	2215622	catmaid_l1em	
peripheral nervous system	overlaps	2215622	catmaid_l1em	
