filename	label	is_a	part_of	comment	dbxrefs	synonyms
23233	putative class III (L1EM:23233)	neuron|adult ventral nerve cord	embryonic/larval nervous system	A9, VNC, A9 ISN, A8/9, md class III, all_sensories, sens_not_to_RGPNinter_T3, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, external somatosensory, FOR21, FOR21_sensory, Sens_FOR, AM_published, ND_published, ND_all published et al	catmaid_l1em:23233	
40045	22c ORN left (L1EM:40045)	neuron|larval antennal lobe glomerulus 22c|LN period neuron|olfactory receptor neuron|adult olfactory receptor neuron	embryonic/larval nervous system	anterior, 22c, lateral, All identified OSNs, Left, ORN, Olfactory, large-sensory-list-casey, Antennal Nerve with ORNs, AN SC left, WB_AN L, SOG segmental line for ref akira, AN:ORNs akira, Brain&SEZ sensory left akira, AL all Avinash, AN-L-Sens-B3-ORN, antennal lobe, Antennal Lobe Published, AN-ORNs, SCAL, SCAL left, hemilateral_pair_40045_3954014, olfactory receptor neurons, ORNs_to_RGPNinputs, sensory to RGPNinputs, all_sensories, sens_to_RGPNinter_T3, acetylcholine, all sensory neurons, AUTO ascending neurons, AUTO multiple presynapses to brain, neg ORs, mw ORN, mw properly rooted sensories, mw brain neurons + sensories, mw left, mw axon split complete, mw sens subclass_ORN, mw brain matrix, RG_connectome_T2, mw ORN 22c, mw ORN appetitive, mw brain matrix + A1, SH_olfaction, FOR21, FOR21_sensory, mw ipsilateral axon, Sens_FOR, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, stable, sw:brain_paired:L, AM_published, am_Sens to mPN iACT A3, am_Sens to DL1-hubs, Weber_Sensory, Weber_hub sensory, sw;pairs;L, mw cholinergic, mw brain and inputs, 0_level-0_clusterID-0_signal-flow_-0.011, 0_level-1_clusterID-2_signal-flow_0.063, 1_level-2_clusterID-5_signal-flow_0.681, 1_level-3_clusterID-12_signal-flow_0.836, 0_level-4_clusterID-25_signal-flow_1.533, 0_level-5_clusterID-52_signal-flow_1.652, 0_level-6_clusterID-95_signal-flow_1.863, 2_level-7_clusterID-156_signal-flow_1.829, mw previous neurons for talk, ND_published, ND_all published et al, ctd sensories, ct sensories	catmaid_l1em:40045	
40152	AN-L-Sens-B1-ACa-10 (L1EM:40152)	neuron	embryonic/larval nervous system	Labral Nerve, Hugin Inputs, AN SC left, AN left gustatory candidate 11, AN_left_sensory_B1, AN SC left B1, AN SC left B1-I, WB_AN L, AN3 akira, Brain&SEZ sensory left akira, AN-L-Sens-B1-A, AN Sens left, B1_to Hugin, AN-B1, AN-B123, B1a left, AN-Sensory, Schlegel_et_al_2016, sensory to endocrine, SCAC, SCACa, AN sensories, SCcomplete, Pharyngeal sensory, monosynaptic to Se0ens, monosynaptic to Dh44, monosynaptic to DMS, monosynaptic to Hugin, monosynaptic to Hugin-PC, monosynaptic to all outputs, AN sens upstream HuginPC, upstream PI, Anton_Cluster2, Sens to DAN pathway, upstream DMS, SCACa left, monosynaptic to IPCs, monosynaptic to IPC-like, monosynaptic to IPC-like and Se0, Miroschnikow et al inputs and outputs, mono2 IPCs, mono2 DMS, mono2 DMS 1 left, mono2 sens to inter, sens just mNSCs, mono2 mNSCs, mono2 PC mNSCs, Sens_to_Hugin_IPCs, Miro inputs left, sens2-to-huginPC, sens2-to-IPCs, sens2-to-hugin-ipc, RGPN_inputs_T3, DMS_inputs_T3, AN-B1 left, RGPN_inputs_all_paired-unpaired-sensory_T3, RGPN_inputs_T3_sensory, SCACa_to_RGPNinputs, sensory to RGPNinputs, Sens to HuginPC, Sensory-to-hugin-ipc-syn2, AN all, enteric sensory, sens2-to-DMS, sens2-to-hugin-DMS, sens2-to-hugin-dms, all2-to-IPC, all_sensories, sens_to_RGPNinter_T3, DH44_mono_T1_sens, HuginPC_sens, cholinergic, all sensory neurons, AUTO ascending neurons, AUTO multiple presynapses to brain, HugPC sensories, GUST aff L, PhSens, mw AN sensories, mw properly rooted sensories, mw brain neurons + sensories, mw left, mw axon split complete, huginsens, mw sens subclass_AN, mw brain matrix, RG_connectome_T2, IPCs_inputs_T3_monosens, DMS_inputs_T3_monosens, DH44_inputs_monosens, mw brain matrix + A1, SH_enteric, FOR21, FOR21_sensory, mw ipsilateral axon, Sens_FOR, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, mw AN enteric, stable, mono_to_Se0, AM_published, mw corrected pairs, am_Sens to PAM_hubs, Weber_Sensory, Weber_hub sensory, sw;pairs;L, mw brain and inputs, 0_level-0_clusterID-0_signal-flow_-0.011, 1_level-1_clusterID-1_signal-flow_-0.067, 0_level-2_clusterID-4_signal-flow_0.888, 2_level-3_clusterID-10_signal-flow_0.795, 3_level-4_clusterID-21_signal-flow_0.855, 7_level-5_clusterID-44_signal-flow_0.826, 41_level-6_clusterID-85_signal-flow_-0.448, 63_level-7_clusterID-146_signal-flow_-0.479, RGPNs_upstream_AM, mw previous neurons for talk, ND_published, ND_all published et al, ctd sensories, ct sensories	catmaid_l1em:40152	
110633	v'pda a3l class III md (L1EM:110633)	neuron	embryonic/larval nervous system	Right A3 SN, Sensory neurons, clear branch and then a and p projections, Class III, md class III, Fragments / Sensory stumps, nusreen to review, A1 neurons, somatosensory a3L search, Dpilp7_upstream_somato, mdClassIII_to_RGPNinputs, sensory to RGPNinputs, all_sensories, sens_to_RGPNinter_T3, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, external somatosensory, Imambocus et al, RG_connectome_T2, mw A1 neurons, mw A1 wider set, SH_somato, FOR21, FOR21_sensory, Sens_FOR, AM_published, ND_published, ND_all published et al	catmaid_l1em:110633	
114558	ddaA a3l class III md (L1EM:114558)	neuron|larval posterior intersegmental nerve root of A1-7	embryonic/larval nervous system	A3, ISNp, md class III, nusreen to review, somatosensory a3L search, all_sensories, sens_to_RGPNinter_T3, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, external somatosensory, SH_somato, FOR21, FOR21_sensory, Sens_FOR, AM_published, ND_published, ND_all published et al	catmaid_l1em:114558	
144386	class iii or es? (L1EM:144386)	neuron|larval posterior intersegmental nerve root of A1-7	embryonic/larval nervous system	A4, ISNp, Sensory neurons, Class III, md class III, somatosensory a4 search, class III a4l, c3da, all_sensories, sens_not_to_RGPNinter_T3, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, external somatosensory, FOR21, FOR21_sensory, Sens_FOR, AM_published, ND_published, ND_all published et al	catmaid_l1em:144386	
202973	vdaB_a3l (L1EM:202973)	neuron	embryonic/larval nervous system	A3, vdaB, large-sensory-list-casey, Left, md class iv, all_sensories, md class IV, sens_not_to_RGPNinter_T3, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, external somatosensory, Imambocus et al, FOR21, FOR21_sensory, Sens_FOR, AM_published, ND_Class IV Sens_a1, More, ND_published, ND_all published et al	catmaid_l1em:202973	
203130	v'ada_a3l (L1EM:203130)	neuron|abdominal anterior ventral multidendritic neuron vdaa	embryonic/larval nervous system	A3, v'ada, large-sensory-list-casey, md class iv, all_sensories, md class IV, sens_not_to_RGPNinter_T3, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, external somatosensory, Imambocus et al, FOR21, FOR21_sensory, Sens_FOR, AM_published, ND_Class IV Sens_a1, More, ND_published, ND_all published et al	catmaid_l1em:203130	
203148	ddaC_a4l (L1EM:203148)	neuron	embryonic/larval nervous system	A4, locked, ddaC, large-sensory-list-casey, md class iv, all_sensories, md class IV, sens_not_to_RGPNinter_T3, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, external somatosensory, Imambocus et al, FOR21, FOR21_sensory, Sens_FOR, mw backup locked, AM_published, ND_Class IV Sens_a1, More, ND_published, ND_all published et al	catmaid_l1em:203148	
205984	a2l class III (L1EM:205984)	neuron	embryonic/larval nervous system	Right A2 ISNp, Sensory neurons, matches 373271, Class III, md class III, nusreen to review, A1 neurons, somatosensory 2 search, all_sensories, sens_to_RGPNinter_T3, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, external somatosensory, mw A1 neurons, mw A1 wider set, SH_somato, FOR21, FOR21_sensory, Sens_FOR, AM_published, ND_published, ND_all published et al	catmaid_l1em:205984	
