object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	3755622	catmaid_l1em	
right side of organism	overlaps	3755622	catmaid_l1em	
right side of organism	overlaps	5759393	catmaid_l1em	
right side of organism	overlaps	5770448	catmaid_l1em	
right side of organism	overlaps	7005152	catmaid_l1em	
right side of organism	overlaps	7005160	catmaid_l1em	
right side of organism	overlaps	7005168	catmaid_l1em	
right side of organism	overlaps	7005176	catmaid_l1em	
left side of organism	overlaps	8208038	catmaid_l1em	
right side of organism	overlaps	8368854	catmaid_l1em	
left side of organism	overlaps	9235768	catmaid_l1em	
right side of organism	overlaps	9236353	catmaid_l1em	
right side of organism	overlaps	9318513	catmaid_l1em	
right side of organism	overlaps	9696888	catmaid_l1em	
right side of organism	overlaps	9698215	catmaid_l1em	
left side of organism	overlaps	9816042	catmaid_l1em	
right side of organism	overlaps	9816042	catmaid_l1em	
right side of organism	overlaps	9844278	catmaid_l1em	
right side of organism	overlaps	9856467	catmaid_l1em	
right side of organism	overlaps	9864387	catmaid_l1em	
right side of organism	overlaps	9864461	catmaid_l1em	
right side of organism	overlaps	9864536	catmaid_l1em	
right side of organism	overlaps	9947504	catmaid_l1em	
right side of organism	overlaps	9947805	catmaid_l1em	
left side of organism	overlaps	9947921	catmaid_l1em	
right side of organism	overlaps	9947921	catmaid_l1em	
left side of organism	overlaps	9948629	catmaid_l1em	
right side of organism	overlaps	9948629	catmaid_l1em	
right side of organism	overlaps	9949160	catmaid_l1em	
left side of organism	overlaps	9949223	catmaid_l1em	
right side of organism	overlaps	9949223	catmaid_l1em	
left side of organism	overlaps	9949264	catmaid_l1em	
right side of organism	overlaps	9949264	catmaid_l1em	
right side of organism	overlaps	9950404	catmaid_l1em	
right side of organism	overlaps	9950816	catmaid_l1em	
right side of organism	overlaps	9951197	catmaid_l1em	
right side of organism	overlaps	9951607	catmaid_l1em	
right side of organism	overlaps	9951753	catmaid_l1em	
right side of organism	overlaps	9951917	catmaid_l1em	
right side of organism	overlaps	9954202	catmaid_l1em	
right side of organism	overlaps	9954298	catmaid_l1em	
right side of organism	overlaps	9954421	catmaid_l1em	
right side of organism	overlaps	9954547	catmaid_l1em	
right side of organism	overlaps	10011972	catmaid_l1em	
right side of organism	overlaps	10014485	catmaid_l1em	
right side of organism	overlaps	10015661	catmaid_l1em	
right side of organism	overlaps	10017669	catmaid_l1em	
right side of organism	overlaps	10017683	catmaid_l1em	
right side of organism	overlaps	10017968	catmaid_l1em	
right side of organism	overlaps	10138514	catmaid_l1em	
left side of organism	overlaps	10269309	catmaid_l1em	
right side of organism	overlaps	10269309	catmaid_l1em	
right side of organism	overlaps	10282203	catmaid_l1em	
right side of organism	overlaps	10284042	catmaid_l1em	
left side of organism	overlaps	10297957	catmaid_l1em	
right side of organism	overlaps	10297957	catmaid_l1em	
right side of organism	overlaps	10300139	catmaid_l1em	
right side of organism	overlaps	10302790	catmaid_l1em	
right side of organism	overlaps	10303172	catmaid_l1em	
right side of organism	overlaps	10381874	catmaid_l1em	
right side of organism	overlaps	10414455	catmaid_l1em	
right side of organism	overlaps	10425159	catmaid_l1em	
