filename	label	is_a	part_of	comment	dbxrefs	synonyms
429906	LK-like_a4l-2 (L1EM:429906)	neuron	embryonic/larval nervous system	bundles, Julie Tran, group 9, To Be Reviewed /  Named, td VNC tract sensory, td VNC tract interneuron, sam_working, sam_GP, Imambocus et al, ND_all published et al	catmaid_l1em:429906	nan
2123393	A08m2?_a4r (L1EM:2123393)	neuron|gustatory receptor neuron of terminal organ dorsolateral group	embryonic/larval nervous system	likely baton-1, TODO, review, post_sensory, CCW ELs a4r, Imambocus et al, atit_a4_CIII_circuit, NB3-2 Lin 07 A4 R, CCWA09Input, CCWA09input, ND_all published et al	catmaid_l1em:2123393	nan
2292794	putative sensory neuron ddac? (L1EM:2292794)	neuron	embryonic/larval nervous system	Imambocus et al, ND_all published et al	catmaid_l1em:2292794	nan
2513992	A6r projection neuron (L1EM:2513992)	neuron	embryonic/larval nervous system	Zgroup, Fragments 2014-01-18 14:57, Wave-1-like a6r, T1 - 10 - Dark Blue, AUTO ascending neurons at 1112 gap, Imambocus et al, ND_all published et al	catmaid_l1em:2513992	nan
2585319	hook-1 a3l (L1EM:2585319)	neuron|adult ventral nerve cord	embryonic/larval nervous system	A3, VNC, A23j, hook-1, Forsubmission_Tihana_mechanosesnorynetwork, Tihana_mechanosensory_final, Imambocus et al, ND_all published et al	catmaid_l1em:2585319	nan
2675430	LK-like_a3r (L1EM:2675430)	neuron|segmental nerve pioneer neuron	embryonic/larval nervous system	sam_working, sam_GP, green, VLB R at 2400, Imambocus et al, SNp, A3N mot, ND_all published et al	catmaid_l1em:2675430	nan
2684056	mdIV_a? (L1EM:2684056)	neuron	embryonic/larval nervous system	Putative class IV, Sensory neurons, Search, Imambocus et al, ND_all published et al	catmaid_l1em:2684056	nan
2697511	hook-1 a3r (L1EM:2697511)	neuron|adult ventral nerve cord	embryonic/larval nervous system	A23j_a4l, A4, VNC, Left, hook-1, dark blue, Forsubmission_Tihana_mechanosesnorynetwork, Tihana_mechanosensory_final, Imambocus et al, ND_all published et al	catmaid_l1em:2697511	nan
3729504	MB2IN-207 (L1EM:3729504)	neuron|larval mushroom body second order input neuron 207	embryonic/larval nervous system	Output, Hugin synaptic partners, WB_DAMv12 R, Pre-MBONs-8, paired with #3945394, *DAMv12_lat_r akira, downstream of AN-B1, downstream of SCANA, MB2IN-207, Pre-MBINs akira final, RIGHT, Rest of MB2INs akira, Other MB2INs akira, MB_FB_CN_all_akira, MB2INs_akira, MB_FB_all_akira, Atlas_MB_FB_CN_right_akira, Other_MB2INs_for_fraction_akira, mw brain neurons, mw brain neurons + SU, mw brain inventory, mw draft complete, mw right, IPA com desc, mw axon split complete, mw brain neurons split, #4, DAMv1/2 R, mw current paired, mw colored-matrix-2019-09-12, ADCp, mw brain neurons + sensories, mw brain crosses commissure, SMPa VMC TR com*, mw brain matrix, mw brain unpublished <80% reviewed 2020-04-24, mw AN_MN 2nd_order, mw ORN_AN_MN 2nd_order, mw all PNs, mw AN PN, mw AN only PN, mw brain contralateral, Imambocus et al, mw dSEZ feedback 3hop 7-Sept 2020, mw pre-RG feedback 3hop 7-Sept 2020, mw ds-pre-dSEZ, mw ds-pre-RGN, mw pre-dSEZ feedback 3hop 16-Sept 2020, mw brain matrix + A1, SMP comp, mw bilateral axon, mw ipsilateral dendrite, mw brain matrix and A1, mw brain paper all neurons, mw pre-dSEZ 1%, mw test matrices, stable, mw brain reviewed <80%, sw:brain_paired:R, sw;brainpair;R, mw enteric 2nd_order, mw mechano-II/III 2nd_order, mw enteric 2nd_order PN-old, mw mechano-II/III 2nd_order PN-old, mw respiratory 2nd_order PN-old, mw dSEZ-feedback-2hop 2022-03-15, sw;idev5, sw;pairs;R, mw dVNC-feedback-1hop 2022-03-15, mw dVNC-feedback-2hop 2022-03-15, mw dVNC-feedback-4hop 2022-03-15, mw dVNC-feedback-5hop 2022-03-15, mw dVNC-efference-3hop 2022-03-15, mw dVNC-efference-4hop 2022-03-15, mw dVNC-efference-5hop 2022-03-15, mw dSEZ-feedback-3hop 2022-03-15, mw dSEZ-feedback-4hop 2022-03-15, mw dSEZ-feedback-5hop 2022-03-15, mw dSEZ-efference-2hop 2022-03-15, mw dSEZ-efference-3hop 2022-03-15, mw dSEZ-efference-4hop 2022-03-15, mw dSEZ-efference-5hop 2022-03-15, mw dVNC-feedback-casc-8hop 2022-03-15, mw dSEZ-feedback-casc-8hop 2022-03-15, mw dSEZ-efference-casc-8hop 2022-03-15, mw brain and inputs, 0_level-0_clusterID-0_signal-flow_-0.011, 0_level-1_clusterID-2_signal-flow_0.063, 2_level-2_clusterID-6_signal-flow_-0.442, 5_level-3_clusterID-14_signal-flow_-0.319, 9_level-4_clusterID-30_signal-flow_-0.269, 19_level-5_clusterID-62_signal-flow_-0.266, 31_level-6_clusterID-113_signal-flow_-0.048, 54_level-7_clusterID-182_signal-flow_-0.290, mw cascade-5-hop integrative 2022-11-03, mw cascade-8-hop integrative 2022-11-03, ND_published, ND_all published et al, ctd PNs, ct PNs, ct PNs-somato, ct pre-DN-SEZs	catmaid_l1em:3729504	Munin Output right - unfinished
3793760	Output of Munin 3 right - PAIR #1; CP4 9 (L1EM:3793760)	neuron|superior ellipsoid commissure	embryonic/larval nervous system	Output, Hugin synaptic partners, Cluster of MBE4s, WB_CP4 R, WB_DAMv12 R, AS ;  Right, paired with #3931398, CPd, *CPd_r akira, ASB Downstream of Ipsi Bridges Right, hemilateral_pair_3793760_3931398, mw brain neurons, mw brain neurons + SU, mw brain inventory, mw right, mw draft complete, mw axon split complete, SMP IPA com, mw brain neurons split, #4, mw colored-matrix-2019-09-12, SEC, mw brain neurons + sensories, mw brain crosses commissure, SMP IPA com*, mw brain matrix, mw brain unpublished <80% reviewed 2020-04-24, mw brain contralateral, Imambocus et al, mw dSEZ feedback 3hop 7-Sept 2020, mw pre-RG feedback 3hop 7-Sept 2020, mw dSEZ feedback 3hop 16-Sept 2020, mw brain matrix + A1, mw bilateral axon, mw ipsilateral dendrite, mw brain matrix and A1, mw brain paper all neurons, mw pre-dSEZ 1%, mw test matrices, stable, mw ad hubs_in, mw 14540633 downstream partners, nr Tel-like 10 downstream 3-hop, mw ad all_hubs, mw brain reviewed <80%, sw:brain_paired:R, sw;brainpair;R, mw mechano-II/III 2nd_order, mw mechano-II/III 2nd_order PN-old, mw dSEZ-feedback-2hop 2022-03-15, mw interhemispheric integration 3-hop, sw;pairs;R, upFBPBs, downMBONs, mw dVNC-feedback-2hop 2022-03-15, mw dVNC-feedback-3hop 2022-03-15, mw dVNC-feedback-4hop 2022-03-15, mw dVNC-feedback-5hop 2022-03-15, mw dVNC-efference-4hop 2022-03-15, mw dSEZ-feedback-3hop 2022-03-15, mw dSEZ-feedback-4hop 2022-03-15, mw dSEZ-feedback-5hop 2022-03-15, mw dSEZ-efference-3hop 2022-03-15, mw dSEZ-efference-4hop 2022-03-15, mw cascade hubs_in, mw dVNC-feedback-casc-8hop 2022-03-15, mw dVNC-efference-casc-8hop 2022-03-15, mw dSEZ-feedback-casc-8hop 2022-03-15, mw dSEZ-efference-casc-8hop 2022-03-15, mw dVNC-feedback-casc-5hop 2022-03-15, mw dSEZ-feedback-casc-5hop 2022-03-15, mw dSEZ-efference-casc-5hop 2022-03-15, mw FBN-cluster 65_level-7_clusterID-152_walksort-0.723, mw brain and inputs, 0_level-0_clusterID-0_signal-flow_-0.011, 0_level-1_clusterID-2_signal-flow_0.063, 2_level-2_clusterID-6_signal-flow_-0.442, 5_level-3_clusterID-14_signal-flow_-0.319, 9_level-4_clusterID-30_signal-flow_-0.269, 19_level-5_clusterID-62_signal-flow_-0.266, 35_level-6_clusterID-114_signal-flow_-0.390, 67_level-7_clusterID-183_signal-flow_-0.529, mw cascade-5-hop integrative 2022-11-03, mw cascade-8-hop integrative 2022-11-03, clb brainpaircensus mw right, mw CPd for nadine, ND_published, ND_all published et al, ctd PNs-somato, ct PNs-somato, ct pre-DN-SEZs	catmaid_l1em:3793760	nan
