object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	1591351	catmaid_l1em	
right side of organism	overlaps	1591351	catmaid_l1em	
right side of organism	overlaps	2667061	catmaid_l1em	
peripheral nervous system	overlaps	2667061	catmaid_l1em	
adult ventral nerve cord	overlaps	2667061	catmaid_l1em	
left side of organism	overlaps	2966602	catmaid_l1em	
right side of organism	overlaps	2966602	catmaid_l1em	
bilateral	has_characteristic	2966602	catmaid_l1em	
left side of organism	overlaps	3157405	catmaid_l1em	
right side of organism	overlaps	3157405	catmaid_l1em	
right side of organism	overlaps	3420915	catmaid_l1em	
left side of organism	overlaps	3622234	catmaid_l1em	
left side of organism	overlaps	3945232	catmaid_l1em	
bilateral	has_characteristic	3945232	catmaid_l1em	
left side of organism	overlaps	3945246	catmaid_l1em	
left side of organism	overlaps	3945454	catmaid_l1em	
bilateral	has_characteristic	3945454	catmaid_l1em	
right side of organism	overlaps	4103336	catmaid_l1em	
right side of organism	overlaps	4114133	catmaid_l1em	
right side of organism	overlaps	4116174	catmaid_l1em	
bilateral	has_characteristic	4116174	catmaid_l1em	
right side of organism	overlaps	4144377	catmaid_l1em	
right side of organism	overlaps	4152272	catmaid_l1em	
right side of organism	overlaps	4180774	catmaid_l1em	
right side of organism	overlaps	4190567	catmaid_l1em	
bilateral	has_characteristic	4190567	catmaid_l1em	
right side of organism	overlaps	4199033	catmaid_l1em	
bilateral	has_characteristic	4199033	catmaid_l1em	
right side of organism	overlaps	4201020	catmaid_l1em	
bilateral	has_characteristic	4201020	catmaid_l1em	
right side of organism	overlaps	4201555	catmaid_l1em	
bilateral	has_characteristic	4201555	catmaid_l1em	
right side of organism	overlaps	4234016	catmaid_l1em	
right side of organism	overlaps	4327684	catmaid_l1em	
right side of organism	overlaps	4337398	catmaid_l1em	
left side of organism	overlaps	4408397	catmaid_l1em	
bilateral	has_characteristic	4408397	catmaid_l1em	
left side of organism	overlaps	4411688	catmaid_l1em	
right side of organism	overlaps	4411688	catmaid_l1em	
bilateral	has_characteristic	4411688	catmaid_l1em	
right side of organism	overlaps	4473922	catmaid_l1em	
bilateral	has_characteristic	4473922	catmaid_l1em	
right side of organism	overlaps	4507955	catmaid_l1em	
left side of organism	overlaps	4514494	catmaid_l1em	
right side of organism	overlaps	4514494	catmaid_l1em	
right side of organism	overlaps	4617479	catmaid_l1em	
bilateral	has_characteristic	4617479	catmaid_l1em	
