object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	40045	catmaid_l1em	
peripheral nervous system	overlaps	40045	catmaid_l1em	
adult ventral nerve cord	overlaps	40045	catmaid_l1em	
right side of organism	overlaps	2571761	catmaid_l1em	
peripheral nervous system	overlaps	2571761	catmaid_l1em	
adult ventral nerve cord	overlaps	2571761	catmaid_l1em	
right side of organism	overlaps	2582391	catmaid_l1em	
peripheral nervous system	overlaps	2582391	catmaid_l1em	
adult ventral nerve cord	overlaps	2582391	catmaid_l1em	
right side of organism	overlaps	2584838	catmaid_l1em	
peripheral nervous system	overlaps	2584838	catmaid_l1em	
adult ventral nerve cord	overlaps	2584838	catmaid_l1em	
right side of organism	overlaps	2608843	catmaid_l1em	
peripheral nervous system	overlaps	2608843	catmaid_l1em	
adult ventral nerve cord	overlaps	2608843	catmaid_l1em	
left side of organism	overlaps	2611805	catmaid_l1em	
peripheral nervous system	overlaps	2611805	catmaid_l1em	
adult ventral nerve cord	overlaps	2611805	catmaid_l1em	
left side of organism	overlaps	2612527	catmaid_l1em	
left side of organism	overlaps	3158543	catmaid_l1em	
peripheral nervous system	overlaps	3158543	catmaid_l1em	
adult ventral nerve cord	overlaps	3158543	catmaid_l1em	
left side of organism	overlaps	3410499	catmaid_l1em	
peripheral nervous system	overlaps	3410499	catmaid_l1em	
adult ventral nerve cord	overlaps	3410499	catmaid_l1em	
left side of organism	overlaps	3410506	catmaid_l1em	
peripheral nervous system	overlaps	3410506	catmaid_l1em	
adult ventral nerve cord	overlaps	3410506	catmaid_l1em	
left side of organism	overlaps	3450442	catmaid_l1em	
left side of organism	overlaps	3464773	catmaid_l1em	
peripheral nervous system	overlaps	3464773	catmaid_l1em	
adult ventral nerve cord	overlaps	3464773	catmaid_l1em	
left side of organism	overlaps	3465659	catmaid_l1em	
peripheral nervous system	overlaps	3465659	catmaid_l1em	
adult ventral nerve cord	overlaps	3465659	catmaid_l1em	
left side of organism	overlaps	3486381	catmaid_l1em	
left side of organism	overlaps	3486950	catmaid_l1em	
left side of organism	overlaps	3511996	catmaid_l1em	
peripheral nervous system	overlaps	3511996	catmaid_l1em	
adult ventral nerve cord	overlaps	3511996	catmaid_l1em	
left side of organism	overlaps	3538129	catmaid_l1em	
right side of organism	overlaps	3538129	catmaid_l1em	
bilateral	has_characteristic	3538129	catmaid_l1em	
left side of organism	overlaps	3547397	catmaid_l1em	
peripheral nervous system	overlaps	3547397	catmaid_l1em	
adult ventral nerve cord	overlaps	3547397	catmaid_l1em	
left side of organism	overlaps	3592997	catmaid_l1em	
peripheral nervous system	overlaps	3592997	catmaid_l1em	
adult ventral nerve cord	overlaps	3592997	catmaid_l1em	
left side of organism	overlaps	3694515	catmaid_l1em	
peripheral nervous system	overlaps	3694515	catmaid_l1em	
adult ventral nerve cord	overlaps	3694515	catmaid_l1em	
left side of organism	overlaps	3708875	catmaid_l1em	
peripheral nervous system	overlaps	3708875	catmaid_l1em	
adult ventral nerve cord	overlaps	3708875	catmaid_l1em	
left side of organism	overlaps	3712893	catmaid_l1em	
right side of organism	overlaps	3712893	catmaid_l1em	
bilateral	has_characteristic	3712893	catmaid_l1em	
left side of organism	overlaps	3716797	catmaid_l1em	
peripheral nervous system	overlaps	3716797	catmaid_l1em	
adult ventral nerve cord	overlaps	3716797	catmaid_l1em	
left side of organism	overlaps	3736500	catmaid_l1em	
bilateral	has_characteristic	3736500	catmaid_l1em	
left side of organism	overlaps	3768025	catmaid_l1em	
peripheral nervous system	overlaps	3768025	catmaid_l1em	
adult ventral nerve cord	overlaps	3768025	catmaid_l1em	
left side of organism	overlaps	3771794	catmaid_l1em	
peripheral nervous system	overlaps	3771794	catmaid_l1em	
adult ventral nerve cord	overlaps	3771794	catmaid_l1em	
left side of organism	overlaps	3774568	catmaid_l1em	
peripheral nervous system	overlaps	3774568	catmaid_l1em	
adult ventral nerve cord	overlaps	3774568	catmaid_l1em	
right side of organism	overlaps	3790004	catmaid_l1em	
peripheral nervous system	overlaps	3790004	catmaid_l1em	
adult ventral nerve cord	overlaps	3790004	catmaid_l1em	
right side of organism	overlaps	3805641	catmaid_l1em	
right side of organism	overlaps	3806573	catmaid_l1em	
right side of organism	overlaps	3806652	catmaid_l1em	
left side of organism	overlaps	3813487	catmaid_l1em	
right side of organism	overlaps	3813487	catmaid_l1em	
bilateral	has_characteristic	3813487	catmaid_l1em	
right side of organism	overlaps	3813723	catmaid_l1em	
peripheral nervous system	overlaps	3813723	catmaid_l1em	
adult ventral nerve cord	overlaps	3813723	catmaid_l1em	
right side of organism	overlaps	3827211	catmaid_l1em	
peripheral nervous system	overlaps	3827211	catmaid_l1em	
adult ventral nerve cord	overlaps	3827211	catmaid_l1em	
right side of organism	overlaps	3840345	catmaid_l1em	
peripheral nervous system	overlaps	3840345	catmaid_l1em	
adult ventral nerve cord	overlaps	3840345	catmaid_l1em	
right side of organism	overlaps	3865952	catmaid_l1em	
peripheral nervous system	overlaps	3865952	catmaid_l1em	
adult ventral nerve cord	overlaps	3865952	catmaid_l1em	
right side of organism	overlaps	3872653	catmaid_l1em	
peripheral nervous system	overlaps	3872653	catmaid_l1em	
adult ventral nerve cord	overlaps	3872653	catmaid_l1em	
right side of organism	overlaps	3885215	catmaid_l1em	
peripheral nervous system	overlaps	3885215	catmaid_l1em	
adult ventral nerve cord	overlaps	3885215	catmaid_l1em	
right side of organism	overlaps	3893195	catmaid_l1em	
peripheral nervous system	overlaps	3893195	catmaid_l1em	
adult ventral nerve cord	overlaps	3893195	catmaid_l1em	
right side of organism	overlaps	3896629	catmaid_l1em	
peripheral nervous system	overlaps	3896629	catmaid_l1em	
adult ventral nerve cord	overlaps	3896629	catmaid_l1em	
right side of organism	overlaps	3954014	catmaid_l1em	
peripheral nervous system	overlaps	3954014	catmaid_l1em	
adult ventral nerve cord	overlaps	3954014	catmaid_l1em	
right side of organism	overlaps	3958234	catmaid_l1em	
peripheral nervous system	overlaps	3958234	catmaid_l1em	
adult ventral nerve cord	overlaps	3958234	catmaid_l1em	
right side of organism	overlaps	3963891	catmaid_l1em	
peripheral nervous system	overlaps	3963891	catmaid_l1em	
adult ventral nerve cord	overlaps	3963891	catmaid_l1em	
