filename	label	is_a	part_of	comment	dbxrefs	synonyms
11995	Ladder-a_a1 (L1EM:11995)	neuron	embryonic/larval nervous system	A1, Unpaired, Ladder-a, cho_plus_interneurons_a1, a1cho_inhibitory_network, cho_paper_neurons, chopaper_LNb, lnb-modulation, ASB Symmetric, ASB symmetric, pre-basin interneurons, pre-basin to complete, downstream of AN-B2, DSB2B, DMNBp, downstream of SCBp, downstream of SCAN2B, Javier ladder, Javier to analyze, 00, NB0-0, Medial A1, clb_LN-Basin, clb_pre, post_sensory, dark blue, T1 3 Yellow, Lin 00 A1, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, GABA, Tihana_mechanosensory_final, all_circuits, Lin 00 targeted by chordo, published T3 A1 A2, YYCWMLEH, CCWladderInput, CCWA09Input, CCWA09input, ND_published, ND_all published et al	catmaid_l1em:11995	
159280	chos_lch5-24-2_a1 (L1EM:159280)	neuron|larval abdominal lch5-2/4 neuron	embryonic/larval nervous system	A1, Left, lch5-2/4, locked, a1chos, large-sensory-list-casey, repetition_validation, Albert cover, Sensory neurons dorsal a1 akira, Whole sensory neurons at A1 segment akira, cho_plus_interneurons_a1, a1cho_inhibitory_network, cho_paper_neurons, chos_a1, a2(vch only a1) akira, Javier now, chopaper_b1cho, Javier chordotonal, LEFT, Javier to analyze, Sensory_to_VL_MBINs akira, chos_lch5-24-2_a1, MB_FB_CN_all_akira, MB_FB_all_akira, A1 neurons, A1L Sensory, Tihana's paper 2018 Matrix, clb_cho-Basin, chordotonal Alain, clb_pre, A1 Sensory, m19_a1, SNs, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, all sensory neurons, Tihana_mechanosensory_final, chordotonal-a1, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 chordotonals, mw A1 neurons paired + accessory + dVNCs, SNa A1 L, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Chos, Laura Circuit, mw backup locked, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, CCWladderInput, CCWA09Input, CCWA09input, sw;idev5, sw;pairs;L, Maxime2022, mw cholinergic, mw A1 sens plot, ND_published, ND_all published et al	catmaid_l1em:159280	
162293	chos_lch5-24-1_a1 (L1EM:162293)	neuron|larval abdominal lch5-2/4 neuron	embryonic/larval nervous system	A1, Left, lch5-2/4, locked, a1chos, large-sensory-list-casey, repetition_validation, Albert cover, Sensory neurons dorsal a1 akira, Whole sensory neurons at A1 segment akira, cho_plus_interneurons_a1, a1cho_inhibitory_network, cho_paper_neurons, chos_a1, a2(vch only a1) akira, Javier now, chopaper_b1cho, Javier chordotonal, LEFT, Javier to analyze, Sensory_to_VL_MBINs akira, chos_lch5-24-1_a1, MB_FB_CN_all_akira, MB_FB_all_akira, A1 neurons, A1L Sensory, Tihana's paper 2018 Matrix, clb_cho-Basin, chordotonal Alain, clb_pre, A1 Sensory, Earlya08_downstream, m19_a1, SNs, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, all sensory neurons, Tihana_mechanosensory_final, chordotonal-a1, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 chordotonals, mw A1 neurons paired + accessory + dVNCs, SNa A1 L, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Chos, Laura Circuit, mw backup locked, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, CCWladderInput, CCWA09Input, CCWA09input, sw;pairs;L, Maxime2022, mw cholinergic, mw A1 sens plot, ND_published, ND_all published et al	catmaid_l1em:162293	
471705	Ladder-d_a1 (L1EM:471705)	neuron	embryonic/larval nervous system	A1, Unpaired, Ladder-d, A00a, cho_plus_interneurons_a1, a1cho_inhibitory_network, cho_paper_neurons, chopaper_LNb, ASB symmetric, Javier ladder, Javier to analyze, A1 00, NB0-0, Medial A1, Tihana's paper 2018 Matrix, clb_LN-Basin, clb_pre, post_sensory, Earlya08_downstream, 1 red, Lin 00 A1, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, GABA, Tihana_mechanosensory_final, CCW_VLEL4_BIGpairs, Lin 00 targeted by chordo, CCWNBLASTVLEL9, published T3 A1 A2, YYCWMLEH, CCWladderInput, CCWA09Input, CCWA09input, mw GABAergic, ND_published, ND_all published et al	catmaid_l1em:471705	
471720	Ladder-c a1 (L1EM:471720)	neuron	embryonic/larval nervous system	A1, Unpaired, Ladder-c, locked, cho_plus_interneurons_a1, a1cho_inhibitory_network, cho_paper_neurons, chopaper_LNb, ASB Symmetric, ASB symmetric, pre-basin interneurons, pre-basin to complete, downstream of AN-B2, DSB2B, downstream of SCAN3B, Javier ladder, Javier to analyze, A1 00, NB0-0, Medial A1, clb_LN-Basin, clb_pre, post_sensory, 1 red, T1 2 Orange, T1 3 Yellow, Lin 00 A1, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, GABA, Tihana_mechanosensory_final, Lin 00 targeted by chordo, mw backup locked, published T3 A1 A2, YYCWMLEH, CCWladderInput, CCWA09Input, CCWA09input, ND_published, ND_all published et al	catmaid_l1em:471720	
471755	Ladder-b a1 (L1EM:471755)	neuron	embryonic/larval nervous system	A1, Unpaired, Ladder-b, cho_plus_interneurons_a1, a1cho_inhibitory_network, cho_paper_neurons, chopaper_LNb, Javier ladder, Javier to analyze, 00, NB0-0, Medial A1, clb_LN-Basin, clb_pre, post_sensory, Lin 00 A1, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, GABA, Tihana_mechanosensory_final, Lin 00 targeted by chordo, published T3 A1 A2, CCWladderInput, CCWA09Input, CCWA09input, ND_published, ND_all published et al	catmaid_l1em:471755	
3034133	Basin1_a1 (L1EM:3034133)	neuron|dorsal lateral bristle of antennal segment 1	embryonic/larval nervous system	A1, A09, Marta-2, a1basins, formarta, basin-1, locked, mechano_basins, basin_goro_circuit, csm_figure5_neurons, repetition_validation, R72F11-GAL4, R72F11-LexA, R20B01-GAL4, Albert cover, A09b, cho_plus_interneurons_a1, a1cho_inhibitory_network, Basins A1 akira, prepreLT, cho_paper_neurons, chopaper_basin1, Basin-1 L, a1ppk_consistent_network, LEFT, test_annotation, Javier basin, Javier to analyze, Sensory_to_VL_MBINs akira, Basin1_a1, MB_FB_CN_all_akira, MB_FB_all_akira, A1 neurons, A1L, NB3-5, NB3-5 Candidates, A1L Interneurons, clb_cho-Basin, clb_LN-Basin, clb_post, post_sensory, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, Tihana_mechanosensory_final, CCW_A08x_BIGpairs, CCW_A08m_BIGpairs, A19c_B1toMN, NB3-5 Lin 9 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Laura Circuit, CCW A09_a1l, mw backup locked, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, CCWA09Input, CCWA09input, mw A1 in_hubs ad, nr basins, sw;idev5, sw;pairs;L, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ES 2nd_order, mw A1 interneuron Unknown 2nd_order, mw A1 interneuron pre-MN 3rd_order, mw A1 interneuron Proprio 3rd_order, Maxime2022, mw cholinergic, BasinsMax, ND_Chordotonal 2nd order, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:3034133	
3040481	Basin4_a1 (L1EM:3040481)	neuron|dorsal lateral bristle of antennal segment 1	embryonic/larval nervous system	A1, A09, Marta-2, a1basins, formarta, basin-4, locked, basin_goro_circuit, csm_figure5_neurons, repetition_validation, focus-stephan-a1, R72F11-GAL4, R72F11-LexA, R57F07-GAL4, R72F11_AD + 57F07_DBD, Albert cover, A09c, cho_plus_interneurons_a1, a1cho_inhibitory_network, Basins A1 akira, prepreLO1, prepreLT, cho_paper_neurons, Basin-4 L, l1_comparison_core, a1ppk_consistent_network, downstream of AN-B2, DSB2B, LEFT, test_annotation, Javier basin, Javier to analyze, Sensory_to_VL_MBINs akira, Basin4_a1, MB_FB_CN_all_akira, MB_FB_all_akira, A1 neurons, A1L, NB3-5, NB3-5 Candidates, Burgos et al 2018, A1L Interneurons, clb_cho-Basin, clb_post, post_sensory, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, Tihana_mechanosensory_final, A19c_B1toMN, NB3-5 Lin 9 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Laura Circuit, CCW A09_a1l, mw backup locked, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, CCWA09Input, CCWA09input, nr basins, sw;pairs;L, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron Noci 2nd_order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ClassII_III 2nd_order, Maxime2022, BasinsMax, ND_Chordotonal 2nd order, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:3040481	
3041612	Basin2_a1 (L1EM:3041612)	neuron|dorsal lateral bristle of antennal segment 1	embryonic/larval nervous system	A1, A09, a1basins, formarta, basin-2, locked, basin_goro_circuit, csm_figure5_neurons, repetition_validation, focus-stephan-a1, R72F11-GAL4, R72F11-LexA, Albert cover, A09a, cho_plus_interneurons_a1, a1cho_inhibitory_network, Basins A1 akira, prepreLT, cho_paper_neurons, chopaper_basin2, Basin-2 L, l1_comparison_core, fragment, a1ppk_consistent_network, LEFT, test_annotation, Javier basin, Javier to analyze, Sensory_to_VL_MBINs akira, Basin2_a1, MB_FB_CN_all_akira, MB_FB_all_akira, A1 neurons, A1L, NB3-5, NB3-5 Candidates, Burgos et al 2018, A1L Interneurons, clb_cho-Basin, clb_LN-Basin, clb_post, post_sensory, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, Tihana_mechanosensory_final, A19c_B1toMN, NB3-5 Lin 9 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, CCW A09_a1l, mw backup locked, sw:brain_paired:L, published T3 A1 A2, CCWA09Input, CCWA09input, nr basins, sw;idev5, sw;pairs;L, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron Noci 2nd_order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron pre-MN 3rd_order, Maxime2022, mw cholinergic, BasinsMax, ND_Chordotonal 2nd order, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:3041612	
3074106	Basin2_a1 (L1EM:3074106)	neuron|adult ventral nerve cord	embryonic/larval nervous system	A1, A09, VNC, Left, a1basins, formarta, basin-2, locked, basin_goro_circuit, csm_figure5_neurons, repetition_validation, focus-stephan-a1, R72F11-GAL4, R72F11-LexA, Albert cover, A09a, cho_plus_interneurons_a1, a1cho_inhibitory_network, Basins A1 akira, prepreLT, cho_paper_neurons, chopaper_basin2, Basin-2 R, l1_comparison_core, a1ppk_consistent_network, RIGHT, test_annotation, Javier basin, Javier to analyze, Sensory_to_VL_MBINs akira, Basin2_a1, MB_FB_CN_all_akira, MB_FB_all_akira, Atlas_MB_FB_select_right_akira, Atlas_MB_FB_CN_right_akira, Check_jm_akira2, A1 neurons, A1R, NB3-5, NB3-5 Candidates, clb_cho-Basin, clb_LN-Basin, clb_post, post_sensory, dark blue, Lin X9 A1 R, DM VM ipsi, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, Tihana_mechanosensory_final, A19c_B1toMN, NB3-5 Lin 9 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, mw backup locked, sw:brain_paired:R, published T3 A1 A2, YYCWMLEH, CCWA09Input, nr basins, sw;idev5, sw;pairs;R, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron Noci 2nd_order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron pre-MN 3rd_order, Maxime2022, mw cholinergic, BasinsMax, ND_Chordotonal 2nd order, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:3074106	
