object	relation	subject_external_id	subject_external_db	pub
left side of organism	overlaps	29	catmaid_l1em	
right side of organism	overlaps	29	catmaid_l1em	
left side of organism	overlaps	677717	catmaid_l1em	
right side of organism	overlaps	677717	catmaid_l1em	
left side of organism	overlaps	2506050	catmaid_l1em	
right side of organism	overlaps	2506050	catmaid_l1em	
bilateral	has_characteristic	2506050	catmaid_l1em	
left side of organism	overlaps	2612527	catmaid_l1em	
right side of organism	overlaps	2921933	catmaid_l1em	
right side of organism	overlaps	3234817	catmaid_l1em	
left side of organism	overlaps	3299214	catmaid_l1em	
right side of organism	overlaps	3299214	catmaid_l1em	
bilateral	has_characteristic	3299214	catmaid_l1em	
left side of organism	overlaps	3347708	catmaid_l1em	
right side of organism	overlaps	3347708	catmaid_l1em	
left side of organism	overlaps	3347834	catmaid_l1em	
right side of organism	overlaps	3347834	catmaid_l1em	
left side of organism	overlaps	3450751	catmaid_l1em	
right side of organism	overlaps	3450751	catmaid_l1em	
left side of organism	overlaps	3486381	catmaid_l1em	
left side of organism	overlaps	3497901	catmaid_l1em	
right side of organism	overlaps	3497901	catmaid_l1em	
left side of organism	overlaps	3522293	catmaid_l1em	
right side of organism	overlaps	3522293	catmaid_l1em	
left side of organism	overlaps	3565102	catmaid_l1em	
right side of organism	overlaps	3565102	catmaid_l1em	
left side of organism	overlaps	3587612	catmaid_l1em	
right side of organism	overlaps	3587612	catmaid_l1em	
left side of organism	overlaps	3605630	catmaid_l1em	
right side of organism	overlaps	3605630	catmaid_l1em	
left side of organism	overlaps	3664102	catmaid_l1em	
right side of organism	overlaps	3664102	catmaid_l1em	
left side of organism	overlaps	3679411	catmaid_l1em	
right side of organism	overlaps	3679411	catmaid_l1em	
right side of organism	overlaps	3690921	catmaid_l1em	
left side of organism	overlaps	3709977	catmaid_l1em	
right side of organism	overlaps	3709977	catmaid_l1em	
left side of organism	overlaps	3712893	catmaid_l1em	
right side of organism	overlaps	3712893	catmaid_l1em	
bilateral	has_characteristic	3712893	catmaid_l1em	
left side of organism	overlaps	3756659	catmaid_l1em	
right side of organism	overlaps	3756659	catmaid_l1em	
left side of organism	overlaps	3813487	catmaid_l1em	
right side of organism	overlaps	3813487	catmaid_l1em	
bilateral	has_characteristic	3813487	catmaid_l1em	
left side of organism	overlaps	3819157	catmaid_l1em	
right side of organism	overlaps	3819157	catmaid_l1em	
left side of organism	overlaps	3819171	catmaid_l1em	
right side of organism	overlaps	3819171	catmaid_l1em	
left side of organism	overlaps	3886356	catmaid_l1em	
right side of organism	overlaps	3886356	catmaid_l1em	
bilateral	has_characteristic	3886356	catmaid_l1em	
left side of organism	overlaps	3890028	catmaid_l1em	
right side of organism	overlaps	3890028	catmaid_l1em	
bilateral	has_characteristic	3890028	catmaid_l1em	
left side of organism	overlaps	3991518	catmaid_l1em	
right side of organism	overlaps	3991518	catmaid_l1em	
bilateral	has_characteristic	3991518	catmaid_l1em	
right side of organism	overlaps	4022539	catmaid_l1em	
left side of organism	overlaps	4108016	catmaid_l1em	
right side of organism	overlaps	4108016	catmaid_l1em	
left side of organism	overlaps	4117305	catmaid_l1em	
right side of organism	overlaps	4117305	catmaid_l1em	
right side of organism	overlaps	4119387	catmaid_l1em	
left side of organism	overlaps	4134539	catmaid_l1em	
right side of organism	overlaps	4134539	catmaid_l1em	
right side of organism	overlaps	4152020	catmaid_l1em	
left side of organism	overlaps	4154421	catmaid_l1em	
right side of organism	overlaps	4195012	catmaid_l1em	
bilateral	has_characteristic	4195012	catmaid_l1em	
left side of organism	overlaps	4227304	catmaid_l1em	
right side of organism	overlaps	4227304	catmaid_l1em	
left side of organism	overlaps	4227544	catmaid_l1em	
right side of organism	overlaps	4227544	catmaid_l1em	
left side of organism	overlaps	4229950	catmaid_l1em	
right side of organism	overlaps	4229950	catmaid_l1em	
left side of organism	overlaps	4230061	catmaid_l1em	
right side of organism	overlaps	4230061	catmaid_l1em	
left side of organism	overlaps	4230739	catmaid_l1em	
right side of organism	overlaps	4230739	catmaid_l1em	
left side of organism	overlaps	4230749	catmaid_l1em	
right side of organism	overlaps	4230749	catmaid_l1em	
bilateral	has_characteristic	4230749	catmaid_l1em	
right side of organism	overlaps	4234009	catmaid_l1em	
bilateral	has_characteristic	4234009	catmaid_l1em	
right side of organism	overlaps	4235139	catmaid_l1em	
left side of organism	overlaps	4241192	catmaid_l1em	
right side of organism	overlaps	4241192	catmaid_l1em	
right side of organism	overlaps	4241237	catmaid_l1em	
bilateral	has_characteristic	4241237	catmaid_l1em	
left side of organism	overlaps	4354933	catmaid_l1em	
left side of organism	overlaps	4381129	catmaid_l1em	
right side of organism	overlaps	4381129	catmaid_l1em	
left side of organism	overlaps	4381377	catmaid_l1em	
right side of organism	overlaps	4381377	catmaid_l1em	
right side of organism	overlaps	4391978	catmaid_l1em	
right side of organism	overlaps	4393049	catmaid_l1em	
left side of organism	overlaps	4401350	catmaid_l1em	
right side of organism	overlaps	4401350	catmaid_l1em	
peripheral nervous system	overlaps	4401350	catmaid_l1em	
adult ventral nerve cord	overlaps	4401350	catmaid_l1em	
left side of organism	overlaps	4411505	catmaid_l1em	
right side of organism	overlaps	4411505	catmaid_l1em	
left side of organism	overlaps	4412036	catmaid_l1em	
right side of organism	overlaps	4412036	catmaid_l1em	
left side of organism	overlaps	4412315	catmaid_l1em	
right side of organism	overlaps	4412315	catmaid_l1em	
left side of organism	overlaps	4414163	catmaid_l1em	
right side of organism	overlaps	4414163	catmaid_l1em	
bilateral	has_characteristic	4414163	catmaid_l1em	
right side of organism	overlaps	4414184	catmaid_l1em	
bilateral	has_characteristic	4414184	catmaid_l1em	
left side of organism	overlaps	4414426	catmaid_l1em	
right side of organism	overlaps	4414426	catmaid_l1em	
left side of organism	overlaps	4415241	catmaid_l1em	
right side of organism	overlaps	4415241	catmaid_l1em	
left side of organism	overlaps	4444354	catmaid_l1em	
right side of organism	overlaps	4444354	catmaid_l1em	
left side of organism	overlaps	4493199	catmaid_l1em	
left side of organism	overlaps	4518546	catmaid_l1em	
right side of organism	overlaps	4518546	catmaid_l1em	
right side of organism	overlaps	4598109	catmaid_l1em	
bilateral	has_characteristic	4598109	catmaid_l1em	
right side of organism	overlaps	4598363	catmaid_l1em	
peripheral nervous system	overlaps	4598363	catmaid_l1em	
adult ventral nerve cord	overlaps	4598363	catmaid_l1em	
